subject,window_id,window_start_sec,window_duration_sec,label,Mean_RR,Mean_HR,SDNN,RMSSD,pNN50,SCR_Peaks_N,SCR_Peaks_Amplitude_Mean,EDA_Tonic_SD,Resp_Rate_Mean,Resp_Rate_Std,Resp_Amplitude_Std,Temp_Mean,Temp_Std,Temp_Min,Temp_Max,ACC_Magnitude_Mean,ACC_Magnitude_Std,ACC_Magnitude_Max,stress_target,Actual_Label,Predicted_Target,Predicted_Label,Stress_Probability,Prediction_Confidence,Prediction_Status,Model_Used
S9,280,4200.0,30,3,0.7090592334494774,84.61916461916461,0.0198530565068207,0.0105993838865997,0.0,31.0,0.0132126714040317,0.0314239833384819,18.245244419011986,1.0943037823240336,4.119339128830928,34.86141586303711,0.0418228097259998,34.773834228515625,34.921722412109375,0.9235598272569178,0.0033644575726664,0.9349402746298908,0,Not Target,0,Not Target,0.1,90.0,Correct,Extra Trees
S16,55,825.0,30,1,0.9479723502304148,63.29298527052647,0.0702074420862368,0.0553043527090899,43.333333333333336,48.0,0.0173522689305995,0.0017158949861959,18.581083236566908,2.9195147084101536,2.7342289903241768,33.95975875854492,0.0251835640519857,33.90228271484375,33.987457275390625,0.9309785354462592,0.0065789640897062,0.9592645952321032,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S17,358,5370.0,30,4,0.9374654377880184,64.00235953399205,0.1437915676321037,0.1161985750495134,56.66666666666666,20.0,0.0132214178098678,0.0095517150793856,13.28478712940084,1.4647228258702545,6.605878937693057,33.94353485107422,0.0303825195878744,33.87493896484375,33.996551513671875,0.9636913728061676,0.0090749513901992,1.0163538293543892,0,Not Target,0,Not Target,0.02666666666666667,97.33333333333334,Correct,Extra Trees
S7,53,795.0,30,1,0.8271020408163267,72.54243979470982,0.0607807206613736,0.0344664354708987,20.588235294117645,36.0,0.0234113250410237,0.0135869420438157,16.483457181978203,2.4580686420468183,1.8970434354991488,34.52374649047852,0.0340130440890789,34.463775634765625,34.568023681640625,0.922893361627728,0.0051624467586818,0.9434033158293172,0,Not Target,0,Not Target,0.02,98.0,Correct,Extra Trees
S5,54,810.0,30,1,1.0007389162561575,59.955697760275655,0.0484732210788318,0.0374992711299428,17.857142857142858,48.0,0.01581620706801,0.0046259433326034,15.696660372299933,1.259806728201375,1.964108045588116,34.70948791503906,0.0308483242988586,34.62939453125,34.741546630859375,0.9246777131182744,0.0028678825088676,0.9370161066827872,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S4,254,3810.0,30,2,0.8024324324324323,74.77265072414956,0.0411331349636128,0.035062302824616,19.444444444444446,8.0,0.0910133264581593,0.1202022875434339,23.89379212981008,8.441383229568018,1.3738960068749304,33.620216369628906,0.018782963976264,33.58074951171875,33.656463623046875,0.9243450375712896,0.0149114139956251,0.9902559570080164,1,Target,1,Target,0.96,96.0,Correct,Extra Trees
S2,47,705.0,30,1,0.866638655462185,69.23300688451468,0.0515929100527458,0.0504543365253325,27.27272727272727,44.0,0.0262858447019437,0.0298172657062733,21.147349522771687,2.148442444546723,1.4426608372673797,28.433977127075195,0.044977743178606,28.363189697265625,28.511749267578125,0.9495487139494746,0.0047700473687177,0.965663462822139,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S8,166,2490.0,30,4,0.8777056277056278,68.3600493218249,0.1170039133491819,0.0833704849158384,40.625,49.0,0.010745812609935,0.0038274713580893,8.840501580232804,1.649908963366271,4.65632700572073,35.00631332397461,0.0425542443990707,34.912445068359375,35.076080322265625,0.9306590152583932,0.0043910218914061,0.9447129682243391,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S16,59,885.0,30,1,0.9129910714285714,65.71805779668476,0.0876744827619983,0.0743543638838463,48.38709677419355,47.0,0.0187745888022787,0.0027441348483894,15.804164714858638,1.3075467570233736,3.0430924357065567,33.98160934448242,0.0232034791260957,33.93267822265625,34.02093505859375,0.9157635867200732,0.0057638194839173,0.9481774783647104,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S6,438,6570.0,30,4,0.9463133640552994,63.403944485025576,0.0593144212696271,0.0410831246286318,26.666666666666668,21.0,0.0200994607766329,0.0519146463747413,13.28478712940084,1.4647228258702545,3.118778584679055,34.08256530761719,0.0275436323136091,34.03460693359375,34.115386962890625,0.9507673744537032,0.0043054669039856,0.968777103194056,0,Not Target,0,Not Target,0.013333333333333334,98.66666666666667,Correct,Extra Trees
S17,375,5625.0,30,4,0.9552857142857144,62.808434275459845,0.1692497623481076,0.1548525438758678,58.620689655172406,26.0,0.0086411209314222,0.0034980572711716,13.28478712940084,1.4647228258702545,9.370755212037766,34.052852630615234,0.0304309371858835,33.996551513671875,34.130615234375,0.965255465433882,0.0068453565248804,1.0023935828655606,0,Not Target,0,Not Target,0.013333333333333334,98.66666666666667,Correct,Extra Trees
S10,219,3285.0,30,2,0.5483018867924528,109.4287680660702,0.033673630502086,0.0110869264093188,0.0,35.0,0.0221753896557909,0.0460865105760515,10.09288983093421,4.439185966874887,3.2834326290098024,34.929744720458984,0.053386278450489,34.80926513671875,35.04205322265625,0.9326428001735378,0.0166153712617139,1.0135902539514816,1,Target,1,Target,0.9733333333333334,97.33333333333334,Correct,Extra Trees
S14,37,555.0,30,1,0.8145306122448981,73.66205652435356,0.054814415382888,0.0343084658405375,20.588235294117645,44.0,0.015767621174646,0.0025641746746691,15.961879477069578,1.5087168507495288,2.643128768937489,33.62571716308594,0.018953863531351,33.5853271484375,33.6534423828125,0.9388036575053502,0.0059373737249157,0.9870349159718133,0,Not Target,0,Not Target,0.006666666666666667,99.33333333333333,Correct,Extra Trees
S17,80,1200.0,30,1,0.8118367346938777,73.90648567119153,0.1491273420841778,0.0763505845734391,47.05882352941176,9.0,0.0211445634777438,0.0109120737003583,16.667566555375906,1.672975132048394,7.119257908232204,33.59715270996094,0.0273594669997692,33.529327392578125,33.67010498046875,0.9639589859506634,0.0114672722400803,1.0228001670999514,0,Not Target,0,Not Target,0.44,56.00000000000001,Correct,Extra Trees
S11,44,660.0,30,1,0.8324489795918368,72.07648933562147,0.0535785109364028,0.0554015137978416,41.17647058823529,41.0,0.0088878419608287,0.005651873302841,18.991330626954102,2.4276667112386754,2.202107636275178,34.400390625,0.0341247469186782,34.335205078125,34.4576416015625,0.9153558755774888,0.0046381503134948,0.9321839328602742,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S14,300,4500.0,30,3,0.7360714285714286,81.51382823871907,0.0228725909335291,0.0127138947135004,0.0,47.0,0.0129334983561273,0.0018051313540149,22.81833411794344,3.531969679381772,3.4640635254219183,34.15583801269531,0.033119149506092,34.100128173828125,34.280181884765625,0.9181107277990976,0.00369623505693,0.9277944920084874,0,Not Target,0,Not Target,0.03333333333333333,96.66666666666667,Correct,Extra Trees
S13,158,2370.0,30,4,0.798918918918919,75.10148849797022,0.0565448925712685,0.0395065940705686,19.444444444444446,48.0,0.0114926259023117,0.0032670179455044,11.54679942542796,0.6103491783417656,3.133354926586668,34.125282287597656,0.0232952069491148,34.057464599609375,34.1519775390625,0.9299171739637664,0.0031691954077766,0.9387281036990474,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S4,278,4170.0,30,2,0.7160627177700348,83.79154299060873,0.0810333645619197,0.0436725991711891,35.0,9.0,0.0230390310827732,0.0919922652743062,11.217188916934708,1.4993814758907735,3.4615940259831954,33.689388275146484,0.0220682341605424,33.644317626953125,33.717071533203125,0.924821267040526,0.0095987029446541,0.969670967033456,1,Target,1,Target,0.9266666666666666,92.66666666666666,Correct,Extra Trees
S4,46,690.0,30,1,0.9578801843317972,62.63831424997596,0.0655015926147367,0.0739617477893432,63.33333333333333,46.0,0.0244025764540496,0.0009867612246132,17.063602978061603,1.7092388521462951,1.27668541164717,32.7705192565918,0.0075272805988788,32.749908447265625,32.7828369140625,0.9686516995458402,0.0037614547090793,0.9847776227443878,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S15,225,3375.0,30,2,0.7125435540069686,84.20537897310514,0.0565410381891086,0.0367784320114994,12.5,36.0,0.0163695804307979,0.0037276805552117,15.26469119900123,3.564137648673936,5.649821606343679,34.4417724609375,0.029575303196907,34.35968017578125,34.47906494140625,0.9100778200077568,0.0251389167979677,1.0018421799123929,1,Target,1,Target,0.7533333333333333,75.33333333333333,Correct,Extra Trees
S3,29,435.0,30,1,1.0521938775510205,57.02371139019541,0.1135615164173758,0.1232223561500818,70.37037037037037,27.0,0.0225753979477902,0.0639795050507629,15.724292769420718,2.256978359052197,2.570165689786984,31.90692138671875,0.0294057168066501,31.84771728515625,31.961822509765625,0.92089750224103,0.0045615529363347,0.9333556831526286,0,Not Target,0,Not Target,0.02,98.0,Correct,Extra Trees
S6,102,1530.0,30,1,0.8723109243697479,68.78281392996485,0.0756264414907374,0.0387697323430184,21.21212121212121,38.0,0.0099699055917733,0.0084289605744615,12.533872049719209,2.703244645858781,2.1604428995342206,33.67343521118164,0.0434776842594146,33.592864990234375,33.759552001953125,0.95505922931228,0.0042457231832155,0.9714799161685268,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S11,56,840.0,30,1,0.821547619047619,73.03289378350965,0.047961810609775,0.0469594453158592,37.142857142857146,30.0,0.0153079135509593,0.0122652854543183,16.434240578628213,1.2551061582150418,2.4025887110257123,34.59920883178711,0.0285737682133913,34.548065185546875,34.644744873046875,0.9145834760024012,0.0065961544637776,0.9415550609453632,0,Not Target,0,Not Target,0.03333333333333333,96.66666666666667,Correct,Extra Trees
S13,133,1995.0,30,3,0.6679545454545456,89.82647158897582,0.0411410549246206,0.0207283146445121,4.651162790697675,42.0,0.0162852423686336,0.0194348186371012,17.8467335481511,2.22013615723938,4.80603624434901,34.1751594543457,0.0294799320399761,34.107757568359375,34.2374267578125,0.9275911577610138,0.0316331656934469,1.1661293976230866,0,Not Target,0,Not Target,0.23333333333333334,76.66666666666667,Correct,Extra Trees
S2,26,390.0,30,1,0.8675757575757577,69.15822563744324,0.0852835044345228,0.0561521257343815,25.0,39.0,0.0198334977435066,0.0984236411427365,21.26401430261616,2.243303929528608,1.473164311152011,28.820764541625977,0.0477396287024021,28.745025634765625,28.980194091796875,0.9526285102961988,0.0039495264621331,0.9680656614530104,0,Not Target,0,Not Target,0.02666666666666667,97.33333333333334,Correct,Extra Trees
S14,19,285.0,30,1,0.837591836734694,71.63393596803274,0.0347427027386472,0.0322970159441326,11.76470588235294,47.0,0.0132011523457422,0.0011272850497497,18.62112952321338,2.5061534628445474,2.099547215252374,33.41144561767578,0.0205941721796989,33.3721923828125,33.444671630859375,0.9417796691570838,0.0043375842383816,0.95508948599149,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S9,293,4395.0,30,3,0.6637337662337662,90.39769114122194,0.0281905104572047,0.0140326421278319,0.0,34.0,0.0183600328638026,0.019321452911252,15.554148754067288,1.1588835924147365,4.292815498096026,34.815162658691406,0.0327004119753837,34.73236083984375,34.855438232421875,0.922725256517026,0.0041036518385536,0.9507312746061968,0,Not Target,0,Not Target,0.10666666666666667,89.33333333333333,Correct,Extra Trees
S14,61,915.0,30,1,0.7690977443609022,78.01349105484408,0.0706345215695267,0.0265999348895437,5.405405405405405,40.0,0.0138633731933766,0.0112567785874203,16.667566555375906,1.672975132048394,4.895881499579686,33.76354217529297,0.0251338798552751,33.707977294921875,33.7974853515625,0.9402442023711792,0.0083751951460207,0.9673797051080733,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S14,136,2040.0,30,2,0.434776119402985,138.0020597322348,0.0155750467197357,0.0047931872906465,0.0,47.0,0.0097711600509393,0.0045159787702847,10.49550407699722,3.50767412727153,5.382663958476795,34.015708923339844,0.0238578841090202,33.94940185546875,34.0452880859375,0.9167087487964002,0.0236630589439462,0.9892228055013076,1,Target,1,Target,0.9933333333333333,99.33333333333333,Correct,Extra Trees
S17,21,315.0,30,1,0.9349308755760368,64.17586750788645,0.0753981167863103,0.0827622609450388,56.66666666666666,40.0,0.008799007404309,0.0014259770298958,17.159433631695258,1.288343988336323,1.9934915565865168,33.1674690246582,0.0184459760785102,33.125091552734375,33.1988525390625,0.9705484464764188,0.0037806343866725,0.9798470539404176,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S17,172,2580.0,30,4,1.0251724137931033,58.52674066599396,0.1001736202662427,0.1005161606025322,46.42857142857143,44.0,0.0087693375893783,0.008954566989479,13.28478712940084,1.4647228258702545,3.749333438673843,33.51984024047852,0.0183873865753412,33.47186279296875,33.54443359375,0.9650965733483852,0.0041607556988826,0.9777587702158416,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S9,245,3675.0,30,4,0.8371428571428572,71.67235494880546,0.082208413737985,0.0420476777346996,20.588235294117645,51.0,0.0130808640307012,0.0036065454125546,13.28478712940084,1.4647228258702545,2.2747597483799296,34.94514846801758,0.0325684435665607,34.861572265625,34.980316162109375,0.9437876382071756,0.0065883360980863,0.9653454061219588,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S11,239,3585.0,30,4,0.7450183150183151,80.53493288755593,0.0624876974313843,0.0396236321330551,21.052631578947366,39.0,0.010943791346112,0.0021209464898721,11.11333973522976,0.2271511155566661,3.1816486613987696,34.93600845336914,0.0335488468408584,34.853912353515625,34.988037109375,0.9262711341053004,0.005073327020611,0.9500180677727246,0,Not Target,0,Not Target,0.08,92.0,Correct,Extra Trees
S13,18,270.0,30,1,0.6495031055900621,92.37831117911448,0.0413986946361672,0.0167643396499899,2.2222222222222223,30.0,0.0196507999270829,0.0162984952886452,13.405769734572225,4.058947432286962,4.106686900868244,33.2862663269043,0.0163086783140897,33.242523193359375,33.31182861328125,0.9237621200876056,0.0136388243475076,0.9805469030567976,0,Not Target,0,Not Target,0.26,74.0,Correct,Extra Trees
S16,303,4545.0,30,3,0.6682059800664452,89.79267140655298,0.0463005487935787,0.01820277747685,2.380952380952381,23.0,0.0254844916813537,0.004594016819194,14.948059647618727,2.1505860822302867,3.197776579152628,34.40941619873047,0.0238513648509979,34.344390869140625,34.4407958984375,0.9211199671412236,0.0042977354486619,0.9348055839807836,0,Not Target,0,Not Target,0.31333333333333335,68.66666666666667,Correct,Extra Trees
S7,34,510.0,30,1,0.8649159663865547,69.37090114160796,0.1102183087961066,0.0882314379454936,48.48484848484848,35.0,0.0183521875347217,0.015659033559752,19.0790013592603,2.611425370495552,2.0399422102094493,34.49329376220703,0.0322668328881263,34.414764404296875,34.581817626953125,0.921722335295274,0.0114148223872924,0.9954171421068448,0,Not Target,0,Not Target,0.006666666666666667,99.33333333333333,Correct,Extra Trees
S14,5,75.0,30,1,0.891082251082251,67.33385153517295,0.0345655069881189,0.0413823633931171,31.25,40.0,0.0110975697885743,0.0023289486594007,18.218341217615368,1.147444185421557,2.39911653469822,33.075660705566406,0.0288930069655179,33.02886962890625,33.123565673828125,0.9409880377387174,0.0044128271772884,0.9570106315882456,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S13,228,3420.0,30,2,0.5170676691729322,116.03897048131456,0.0361498148629186,0.0126931146827661,0.0,8.0,0.0354926415135192,0.0799652348314136,15.26469119900123,3.564137648673936,9.978851062688497,34.530033111572266,0.0291252732276916,34.459197998046875,34.571075439453125,0.928196925727178,0.0230652949938155,1.0530556968428924,1,Target,1,Target,0.9933333333333333,99.33333333333333,Correct,Extra Trees
S14,38,570.0,30,1,0.8260408163265307,72.63563593240438,0.0335281962188687,0.0308220700148448,17.647058823529413,43.0,0.0133094458285842,0.0019632067970303,18.02145263417194,1.0253496692881463,3.047208994344179,33.63288116455078,0.019964575767517,33.5853271484375,33.656463623046875,0.9390231760107648,0.0070449736202252,0.9870349159718133,0,Not Target,0,Not Target,0.006666666666666667,99.33333333333333,Correct,Extra Trees
S17,132,1980.0,30,3,0.8479411764705882,70.75962539021853,0.0647856378493614,0.0478718398315325,33.33333333333333,42.0,0.0094614149553956,0.00214151576665,18.305228231113745,2.04915201341096,2.993825362968413,33.52472686767578,0.0268559642136096,33.474884033203125,33.6201171875,0.9235093077702936,0.012595902126718,1.032311019219182,0,Not Target,0,Not Target,0.006666666666666667,99.33333333333333,Correct,Extra Trees
S7,240,3600.0,30,2,0.6142261904761904,97.68388409729626,0.0957330918027651,0.0989236471841296,40.42553191489361,12.0,0.0640949629455243,0.0371796925069812,14.590527537500243,3.6161390475523127,5.091950115428273,35.013973236083984,0.0286125335842371,34.9417724609375,35.068328857421875,0.9193034527626516,0.0139356051149392,0.9685898387151464,1,Target,1,Target,0.94,94.0,Correct,Extra Trees
S9,52,780.0,30,1,0.7717669172932332,77.74367967265817,0.0882685281535026,0.0544100384949663,13.513513513513514,48.0,0.0147398115569074,0.003817300593959,13.532599728200104,1.0578158027196356,3.720069587528034,34.18655776977539,0.0259389802813529,34.115386962890625,34.22216796875,0.9051047305243936,0.0059044127828387,0.9518895982451516,0,Not Target,0,Not Target,0.013333333333333334,98.66666666666667,Correct,Extra Trees
S13,346,5190.0,30,4,0.8212698412698414,73.05759567066099,0.0901193104714936,0.0811276214497819,20.0,48.0,0.0119064431372977,0.0032035975292476,13.28478712940084,1.4647228258702545,2.930848325249755,34.27760314941406,0.0300479121506214,34.216064453125,34.31072998046875,0.9303022833557382,0.0039397378400182,0.9558249917399284,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S9,66,990.0,30,1,0.7966795366795365,75.31259086943881,0.0556685343835662,0.0349748857093985,8.333333333333332,44.0,0.0168948727720179,0.0120981780990958,14.807745171604113,1.822891194324656,3.3132164680903413,34.3669319152832,0.0225289370864629,34.319915771484375,34.39947509765625,0.9074452194135806,0.0035763747692389,0.9196046163627696,0,Not Target,0,Not Target,0.02,98.0,Correct,Extra Trees
S2,386,5790.0,30,4,0.9591904761904764,62.55274785285209,0.0545555690122557,0.058348126538165,34.48275862068966,44.0,0.0319117539043544,0.000322192204572,15.288566937777738,0.6562628907367175,1.1193722963893862,32.031917572021484,0.0182762090116739,31.987030029296875,32.061187744140625,0.981933528712405,0.0041396502490012,0.9974797397870442,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S11,6,90.0,30,1,0.8292244897959183,72.35676314235086,0.0653022732959289,0.0580764078405256,52.94117647058824,32.0,0.0115976788698085,0.0463550127147443,15.384607796278033,1.8805455304271328,3.849510883626008,33.72283935546875,0.0257651507854461,33.6685791015625,33.771697998046875,0.9144355243774568,0.0075872147942852,0.9834831091729652,0,Not Target,0,Not Target,0.18,82.0,Correct,Extra Trees
S6,109,1635.0,30,1,0.781015037593985,76.82310469314079,0.0642379985032879,0.0234926142294018,0.0,39.0,0.0119673365437654,0.0109804769775742,13.769283273122356,2.795647087575124,2.2788060784108035,33.71466445922852,0.039748802781105,33.638275146484375,33.7899169921875,0.956206946997532,0.0066020321463455,0.9900476051510442,0,Not Target,0,Not Target,0.006666666666666667,99.33333333333333,Correct,Extra Trees
S2,282,4230.0,30,4,0.9069642857142856,66.1547548730065,0.0542186707029773,0.0566290262110482,35.483870967741936,42.0,0.0300135915394622,0.008679550610133,19.01404252381108,1.228907835936266,1.0237971012785778,31.37117385864257,0.0079125482589006,31.354644775390625,31.38705444335937,0.9596351389239616,0.0041578731631084,0.9731461387301518,0,Not Target,0,Not Target,0.013333333333333334,98.66666666666667,Correct,Extra Trees
S8,130,1950.0,30,3,0.8270238095238096,72.54930185691664,0.0650224226855247,0.0568841080555117,45.71428571428572,43.0,0.0118530518704658,0.0040341938589196,15.489349125032817,3.17449796956408,3.667983227564162,35.01412582397461,0.029800733551383,34.949462890625,35.05908203125,0.9197842464042656,0.0053601069562036,0.94904012259379,0,Not Target,0,Not Target,0.006666666666666667,99.33333333333333,Correct,Extra Trees
S15,238,3570.0,30,2,0.7131707317073173,84.13132694938439,0.0539657035789171,0.0323564332940174,15.0,33.0,0.012884526908293,0.0069490698628453,13.47074986793441,2.833003603337443,4.8869792156667815,34.53396987915039,0.0281258877366781,34.45306396484375,34.58026123046875,0.9108034891635036,0.0168227560658793,1.044569510055464,1,Target,1,Target,0.82,82.0,Correct,Extra Trees
S9,60,900.0,30,1,0.7970270270270269,75.2797558494405,0.0508023808724598,0.0278571428571428,2.7777777777777777,49.0,0.017629620855757,0.0032188677372683,16.17282876850281,2.258532474669148,3.811302138671874,34.39437484741211,0.0327357538044452,34.322998046875,34.482147216796875,0.9236833649055374,0.0062489509613604,0.9476334193188916,0,Not Target,0,Not Target,0.06,94.0,Correct,Extra Trees
S5,59,885.0,30,1,1.0103940886699507,59.382770220857104,0.0261022226629864,0.0265153017046722,7.142857142857142,40.0,0.016910695823759,0.0091811192699208,14.869791623350286,0.604394870732758,1.972560692527057,34.76253128051758,0.0304002109915018,34.706207275390625,34.800018310546875,0.92591849099111,0.0027131310813544,0.9343757693559728,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S9,165,2475.0,30,2,0.7140766550522648,84.02459256367717,0.0707269548359629,0.0351265932168265,15.0,25.0,0.0146173563044039,0.0122115587589669,14.04445574056003,3.429001087938308,4.662834544137523,34.65729904174805,0.0373980998992919,34.561859130859375,34.715423583984375,0.9347527070912798,0.0077165102923252,0.9643568468061572,1,Target,1,Target,0.74,74.0,Correct,Extra Trees
S17,69,1035.0,30,1,0.8875324675324676,67.60316066725197,0.0821314221289735,0.0698097816372813,43.75,32.0,0.0125170283057395,0.0031757387257161,18.786282864837656,1.3438054133610324,2.047015438264816,33.67120742797852,0.0275060217827558,33.617095947265625,33.78076171875,0.983228560962246,0.0038942343341655,0.9975121686358032,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S6,108,1620.0,30,1,0.7431135531135531,80.74136146300587,0.0460815507850749,0.0279192482948428,5.263157894736842,34.0,0.0120890584710703,0.0121068669418746,10.806007319652547,3.5005290177698165,2.734129078858542,33.6732292175293,0.0210308749228715,33.6201171875,33.70648193359375,0.9558867797549236,0.0076481236595446,0.9923121127910792,0,Not Target,0,Not Target,0.07333333333333333,92.66666666666666,Correct,Extra Trees
S2,182,2730.0,30,2,0.8380408163265307,71.59555815312682,0.045147598030875,0.0393631780210079,20.588235294117645,11.0,0.0348493405250346,0.0330979829875399,18.630348238139003,5.935733561714106,2.470544280336855,31.268774032592773,0.0159988142549991,31.24725341796875,31.310516357421875,0.9308120563920084,0.0059223742486944,0.9540794652872489,1,Target,1,Target,0.8933333333333333,89.33333333333333,Correct,Extra Trees
S10,41,615.0,30,1,0.6248632218844984,96.02101371728769,0.0507719115997708,0.0191373404491745,2.1739130434782608,45.0,0.0210777287949756,0.0030059126725013,17.54118034327649,1.9119969539258688,2.0096714013899915,34.28773498535156,0.0296352412551641,34.214508056640625,34.35205078125,0.9180218061697972,0.0074114747984487,0.9617797243061816,0,Not Target,0,Not Target,0.04,96.0,Correct,Extra Trees
S13,240,3600.0,30,2,0.5419740259740261,110.70641234544232,0.0301075056736766,0.0093899320490144,0.0,14.0,0.0246493787485645,0.1160134351044704,14.852869967611836,2.937600856686073,2.9540750672720875,34.5216064453125,0.0391369089484214,34.45458984375,34.61712646484375,0.9187363847381864,0.0090739370794663,0.9580131129838526,1,Target,1,Target,0.96,96.0,Correct,Extra Trees
